date,camelsbr_42210000,camelsbr_43200000,GRDC_3651408
2003-09-27,0.49,0.37,0.13
2003-09-28,0.49,0.37,0.13
2003-09-29,0.49,0.37,0.13
2003-09-30,0.42874998,0.3525,0.13
2003-10-01,0.46375,0.3325,0.12125
2003-10-02,0.4875,0.3475,0.12
2003-10-03,0.49875,0.35875002,0.12
2003-10-04,0.5,0.36875,0.12
2003-10-05,0.5,0.37,0.12
2003-10-06,0.50874996,0.37875,0.12
2003-10-07,0.51874995,0.38,0.12
2003-10-08,0.51125,0.38,0.12
2003-10-09,0.50125,0.37125,0.12
2003-10-10,0.52625,0.37875,0.12
2003-10-11,0.53,0.38875,0.11125
2003-10-12,0.5475,0.39875,0.11
2003-10-13,0.54125,0.4,0.11875
2003-10-14,0.505,0.3825,0.2075
2003-10-15,0.49125,0.37125,0.1675
2003-10-16,0.525,0.3875,0.1425
2003-10-17,0.5125,0.39,0.14
2003-10-18,0.51874995,0.38125,0.14
2003-10-19,0.5375,0.3975,0.14
2003-10-20,0.51375,0.39124998,0.14
2003-10-21,0.46625,0.36375,0.13125
2003-10-22,0.4425,0.33375,0.13
2003-10-23,0.44,0.33,0.13
2003-10-24,0.4575,0.33875,0.13
2003-10-25,0.4775,0.34875,0.13
2003-10-26,0.5325,0.37625,0.1475
2003-10-27,0.53125,0.38875,0.15875
2003-10-28,0.565,0.41625,0.16875
2003-10-29,0.52625,0.42,0.16125
2003-10-30,0.5025,0.385,0.16
2003-10-31,0.49125,0.38,0.16
2003-11-01,0.4725,0.37125,0.15125
2003-11-02,0.47875,0.36125,0.21125
2003-11-03,0.50624996,0.36,0.2025
2003-11-04,0.53625,0.40375,0.15625
2003-11-05,0.53125,0.41,0.15875
2003-11-06,0.5475,0.41,0.335
2003-11-07,0.55875003,0.45375,0.325
2003-11-08,0.56,0.46875,0.31125
2003-11-09,0.56,0.47,0.2575
2003-11-10,0.5425,0.4525,0.215
2003-11-11,0.53125,0.42374998,0.20125
2003-11-12,0.5125,0.41125,0.2175
2003-11-13,0.51874995,0.39249998,0.21125
2003-11-14,0.5375,0.4075,0.1925
2003-11-15,0.54875004,0.4275,0.19
2003-11-16,0.54125,0.42125,0.19
2003-11-17,0.53125,0.41125,0.18125
2003-11-18,0.50374997,0.39249998,0.20625
2003-11-19,0.5,0.38125,0.21875
2003-11-20,0.50874996,0.38,0.29
2003-11-21,0.51874995,0.415,0.335
2003-11-22,0.52874994,0.42875,0.5325
2003-11-23,0.6,0.47375,0.6125
2003-11-24,0.68,0.57624996,0.50625
2003-11-25,0.66375005,0.59875,0.385
2003-11-26,0.625,0.5475,0.32625
2003-11-27,0.585,0.505,0.2675
2003-11-28,0.53625,0.45624998,0.23375
2003-11-29,0.53875,0.4325,0.22125
2003-11-30,0.54875004,0.43,0.26375
2003-12-01,0.5675,0.43875,0.3575
2003-12-02,0.57875,0.46625,0.39625
2003-12-03,0.67625,0.54,0.4875
2003-12-04,0.71625,0.61125,0.61375
2003-12-05,0.755,0.66375,0.58625
2003-12-06,0.8475,0.705,0.545
2003-12-07,0.9125,0.78875,0.6275
2003-12-08,0.9375,0.82624996,0.7975
2003-12-09,1.2462499,1.0400001,1.03
2003-12-10,1.2375,1.21875,1.08625
2003-12-11,1.08125,1.0912501,1.13375
2003-12-12,1.06,1.02625,1.02625
2003-12-13,1.01625,0.97625005,0.91375
2003-12-14,0.86125,0.84749997,0.7775
2003-12-15,0.7525,0.71625,0.5675
2003-12-16,0.6875,0.62125003,0.44375
2003-12-17,0.6275,0.5575,0.33375
2003-12-18,0.59375,0.48874998,0.3025
2003-12-19,0.56375,0.4625,0.23875
2003-12-20,0.56,0.4425,0.22125
2003-12-21,0.5425,0.43125,0.21125
2003-12-22,0.53125,0.4125,0.1925
2003-12-23,0.52125,0.40125,0.18125
2003-12-24,0.52,0.39124998,0.18
2003-12-25,0.54625,0.39875,0.24125
2003-12-26,0.57624996,0.42625,0.3025
2003-12-27,0.74625,0.52625,0.35375
2003-12-28,0.805,0.65375,0.36
2003-12-29,0.7575,0.64375,0.5525
2003-12-30,0.82874995,0.6925,0.81625
2003-12-31,0.88374996,0.79625,0.59625
2004-01-01,0.82,0.74875003,0.39375
2004-01-02,0.7575,0.66125,0.36125
2004-01-03,0.79375,0.65,0.42125
2004-01-04,0.80875003,0.67625,0.5175
2004-01-05,1.02875,0.72375,0.635
2004-01-06,1.1125,0.98375,0.8775
2004-01-07,1.1812501,1.0725,0.91
2004-01-08,1.225,1.14125,0.8225
2004-01-09,1.15125,1.0975001,0.565
2004-01-10,1.00875,0.97625,0.67
2004-01-11,0.92875004,0.88125,0.92625
2004-01-12,1.095,0.96625,1.63375
2004-01-13,1.54875,1.3825,1.485
2004-01-14,1.77625,1.62375,1.135
2004-01-15,1.61625,1.5625,1.41375
2004-01-16,1.5025,1.4975,1.74
2004-01-17,1.51625,1.56875,2.10375
2004-01-18,1.63375,1.615,1.73
2004-01-19,1.58,1.59375,1.46
2004-01-20,1.47375,1.47625,1.22875
2004-01-21,1.29375,1.3375001,1.0075
2004-01-22,1.0687499,1.145,0.805
2004-01-23,0.91749996,0.91875,0.84125
2004-01-24,0.96125,0.8725,1.01625
2004-01-25,1.18875,1.115,1.24125
2004-01-26,1.1675,1.19375,1.0775
2004-01-27,1.09,1.1125001,1.18125
2004-01-28,1.0537499,1.0912501,1.515
2004-01-29,1.0762501,1.125,1.735
2004-01-30,1.08,1.1825,1.9875
2004-01-31,1.01,1.1637499,2.09875
2004-02-01,0.93,1.1424999,2.27625
2004-02-02,0.85875005,1.0,2.2825
2004-02-03,0.85875,0.95375,1.74625
2004-02-04,0.92125,1.04625,1.64375
2004-02-05,0.95624995,1.1125,1.66625
2004-02-06,0.89,1.0675,1.6875
2004-02-07,0.83625,1.0074999,1.90875
2004-02-08,0.80375004,0.965,1.98375
2004-02-09,0.84375,0.9775,2.03375
2004-02-10,1.19125,1.225,3.20375
2004-02-11,2.08,2.02125,3.34375
2004-02-12,2.165,2.27875,3.71625
2004-02-13,2.5362499,2.55375,4.18125
2004-02-14,2.5725,2.68625,4.0475
2004-02-15,2.38625,2.56875,3.80125
2004-02-16,2.17625,2.41875,4.18125
2004-02-17,2.15875,2.4175,4.40625
2004-02-18,1.94125,2.30625,4.35125
2004-02-19,1.9275,2.24625,4.27
2004-02-20,2.07,2.31,4.19
2004-02-21,2.1512501,2.3812501,4.13625
2004-02-22,2.16875,2.4250002,4.17375
2004-02-23,2.05625,2.36,4.3375
2004-02-24,2.10125,2.3674998,4.77125
2004-02-25,2.215,2.4837499,4.83
2004-02-26,2.16,2.49125,4.68125
2004-02-27,2.08875,2.42875,4.56375
2004-02-28,2.0362499,2.3674998,4.50625
2004-02-29,2.0825,2.33375,4.54375
2004-03-01,2.1074998,2.4175,4.62
2004-03-02,1.9875,2.36,4.63
2004-03-03,1.9,2.28,4.6475
2004-03-04,1.84625,2.2350001,4.64125
2004-03-05,1.77875,2.16875,4.6925
2004-03-06,1.7525,2.125,4.98
2004-03-07,1.96,2.25125,4.7925
2004-03-08,1.885,2.31375,4.41875
2004-03-09,1.77375,2.18,4.13375
2004-03-10,1.5849999,1.95875,3.84625
2004-03-11,1.42,1.755,3.64375
2004-03-12,1.295,1.625,3.52375
2004-03-13,1.21,1.53125,3.265
2004-03-14,1.15625,1.44125,3.1775
2004-03-15,1.1324999,1.38625,2.98625
2004-03-16,1.10375,1.3362501,2.9775
2004-03-17,1.205,1.3824999,2.88375
2004-03-18,1.255,1.46,2.8175
2004-03-19,1.26,1.47,2.73125
2004-03-20,1.3125,1.53125,3.14
2004-03-21,1.8625001,1.9075,3.24375
2004-03-22,1.87875,2.09125,3.11
2004-03-23,1.66,1.89125,2.9325
2004-03-24,1.5775001,1.79,2.84
2004-03-25,1.47375,1.7012501,2.62
2004-03-26,1.31125,1.55,2.38
2004-03-27,1.2025001,1.41625,2.34125
2004-03-28,1.18125,1.3824999,2.45375
2004-03-29,1.18,1.38875,2.61875
2004-03-30,1.145,1.3725,2.64875
2004-03-31,1.105,1.3087499,2.2825
2004-04-01,1.05625,1.23875,2.0375
2004-04-02,1.04125,1.18625,1.9925
2004-04-03,1.04,1.17125,1.85875
2004-04-04,1.04,1.17,1.7525
2004-04-05,1.0225,1.135,1.69625
2004-04-06,1.04625,1.13875,1.8125
2004-04-07,1.155,1.2275,2.145
2004-04-08,1.26625,1.3625,2.28625
2004-04-09,1.2887499,1.4325,2.16
2004-04-10,1.29,1.4225,2.2625
2004-04-11,1.5962499,1.6650001,2.9625
2004-04-12,1.7624999,1.86625,2.96375
2004-04-13,1.91125,1.995,3.265
2004-04-14,1.9124999,2.08,3.345
2004-04-15,1.84,2.0375,3.315
2004-04-16,1.655,1.88125,3.24875
2004-04-17,1.5075,1.7375001,3.12625
2004-04-18,1.42,1.64125,3.0575
2004-04-19,1.3924999,1.60375,2.98
2004-04-20,1.32875,1.5475,2.9
2004-04-21,1.2062501,1.4437499,2.715
2004-04-22,1.085,1.31625,2.48875
2004-04-23,1.0,1.20375,2.215
2004-04-24,0.9375,1.09375,1.83
2004-04-25,0.8775,1.00125,1.63125
2004-04-26,0.82625,0.9375,1.54
2004-04-27,0.79375005,0.88625,1.46875
2004-04-28,0.78125,0.85375,1.4075
2004-04-29,0.78,0.8325,1.39125
2004-04-30,0.815,0.865,1.36375
2004-05-01,0.81125,0.87,1.31625
2004-05-02,0.80125,0.8525,1.24
2004-05-03,0.86125,0.85875,1.1775
2004-05-04,0.87,0.86875,1.1525
2004-05-05,0.77375,0.8175,1.10625
2004-05-06,0.7075,0.74,1.0475
2004-05-07,0.6825,0.70375,1.01375
2004-05-08,0.67125,0.69124997,0.98375
2004-05-09,0.67,0.68125,0.95375
2004-05-10,0.6525,0.67125,0.94125
2004-05-11,0.64125,0.66125,0.9225
2004-05-12,0.64874995,0.65125,0.92
2004-05-13,0.685,0.6675,0.91125
2004-05-14,0.69,0.6875,0.88375
2004-05-15,0.64625,0.66375005,0.88
2004-05-16,0.6225,0.625,0.87125
2004-05-17,0.62,0.61125004,0.87
2004-05-18,0.61125004,0.61875,0.87
2004-05-19,0.6275,0.62,0.86125
2004-05-20,0.70875,0.6725,0.85125
2004-05-21,0.7375,0.70624995,0.84125
2004-05-22,0.74,0.71,0.83125
2004-05-23,0.73125005,0.70124996,0.82125
2004-05-24,0.6425,0.6475,0.8025
2004-05-25,0.62125003,0.61375,0.79125
2004-05-26,0.61125004,0.61875,0.78125
2004-05-27,0.5925,0.6025,0.77125
2004-05-28,0.58124995,0.5825,0.76125
2004-05-29,0.5625,0.5625,0.73375
2004-05-30,0.55125,0.5425,0.7125
2004-05-31,0.55875003,0.54,0.70125
2004-06-01,0.55125,0.54,0.7
2004-06-02,0.55,0.53125,0.7
2004-06-03,0.54125,0.53,0.69125
2004-06-04,0.5575,0.53875,0.655
2004-06-05,0.56875,0.54,0.60625
2004-06-06,0.56125,0.54,0.59125
2004-06-07,0.56,0.54,0.59
2004-06-08,0.55125,0.54,0.59
2004-06-09,0.55,0.54,0.58125
2004-06-10,0.55875003,0.54,0.58
2004-06-11,0.56,0.54,0.58
2004-06-12,0.5425,0.53125,0.58
2004-06-13,0.54,0.52125,0.58
2004-06-14,0.53125,0.51125,0.58
2004-06-15,0.53,0.51,0.58
2004-06-16,0.52125,0.51,0.57125
2004-06-17,0.5375,0.51,0.56125
2004-06-18,0.56624997,0.5275,0.56
2004-06-19,0.57875,0.53875,0.56
2004-06-20,0.58,0.54,0.56
2004-06-21,0.58,0.54,0.55125
2004-06-22,0.58,0.54,0.55
2004-06-23,0.58,0.54,0.55
2004-06-24,0.545,0.53125,0.55
2004-06-25,0.5225,0.50374997,0.55
2004-06-26,0.54625,0.5,0.54125
2004-06-27,0.55875003,0.5175,0.54
2004-06-28,0.56,0.52,0.54
2004-06-29,0.56,0.52,0.53125
2004-06-30,0.56,0.52,0.53
2004-07-01,0.56,0.52,0.53
2004-07-02,0.56,0.51125,0.53
2004-07-03,0.55125,0.51,0.53
2004-07-04,0.55,0.51,0.52125
2004-07-05,0.55,0.50125,0.52
2004-07-06,0.55,0.5,0.52
2004-07-07,0.55,0.5,0.51125
2004-07-08,0.54125,0.5,0.50125
2004-07-09,0.54,0.49125,0.49125
2004-07-10,0.54,0.49,0.48125
2004-07-11,0.54,0.49,0.48
2004-07-12,0.54875004,0.49,0.4975
2004-07-13,0.5675,0.5075,0.5525
2004-07-14,0.59625,0.53625,0.53375
2004-07-15,0.59125,0.54,0.53
2004-07-16,0.58124995,0.53125,0.53
2004-07-17,0.58875,0.53,0.52125
2004-07-18,0.58124995,0.53,0.52
2004-07-19,0.545,0.5125,0.52
2004-07-20,0.54875004,0.50125,0.51125
2004-07-21,0.55,0.5,0.51
2004-07-22,0.55,0.49125,0.51
2004-07-23,0.55875003,0.5075,0.51
2004-07-24,0.55125,0.50125,0.51
2004-07-25,0.59375,0.50874996,0.50125
2004-07-26,0.64374995,0.55375,0.49125
2004-07-27,0.65875,0.5775,0.48125
2004-07-28,0.66,0.57124996,0.48
2004-07-29,0.6425,0.56125,0.47125
2004-07-30,0.63125,0.55125,0.47
2004-07-31,0.63,0.55875003,0.47
2004-08-01,0.63874996,0.55125,0.47
2004-08-02,0.64,0.55875003,0.4525
2004-08-03,0.64,0.56,0.42375
2004-08-04,0.64,0.56,0.39375
2004-08-05,0.64,0.55125,0.4075
2004-08-06,0.63125,0.55,0.41
2004-08-07,0.63,0.55,0.40125
2004-08-08,0.63,0.55,0.4
2004-08-09,0.63,0.55,0.39125
2004-08-10,0.6125,0.54125,0.39
2004-08-11,0.6275,0.53125,0.39
2004-08-12,0.65625,0.5475,0.39
2004-08-13,0.6425,0.55875003,0.39
2004-08-14,0.63125,0.5425,0.39
2004-08-15,0.62125003,0.54,0.38125
2004-08-16,0.62,0.53125,0.38
2004-08-17,0.6025,0.52125,0.38
2004-08-18,0.6175,0.52,0.38
2004-08-19,0.62,0.52874994,0.37125
2004-08-20,0.62874997,0.53,0.37
2004-08-21,0.62125003,0.53,0.37
2004-08-22,0.62,0.53,0.37
2004-08-23,0.62,0.53,0.37
2004-08-24,0.62,0.53,0.37
2004-08-25,0.61125004,0.52125,0.37
2004-08-26,0.61875,0.52,0.36125
2004-08-27,0.62,0.52,0.35125
2004-08-28,0.62,0.52,0.35
2004-08-29,0.62,0.52,0.35
2004-08-30,0.61125004,0.52,0.35
2004-08-31,0.61,0.51125,0.35
2004-09-01,0.61875,0.51,0.35
2004-09-02,0.61125004,0.51,0.35
2004-09-03,0.61,0.51,0.35
2004-09-04,0.61,0.51,0.34125
2004-09-05,0.61,0.51,0.34
2004-09-06,0.61,0.51,0.34
2004-09-07,0.61,0.51,0.33125
2004-09-08,0.61,0.50125,0.33
2004-09-09,0.61,0.5,0.32125
2004-09-10,0.61875,0.5,0.32
2004-09-11,0.6025,0.5,0.32
2004-09-12,0.60875,0.5,0.32
2004-09-13,0.61,0.5,0.32
2004-09-14,0.61,0.5,0.32
2004-09-15,0.6275,0.5175,0.3375
2004-09-16,0.62125003,0.51125,0.3225
2004-09-17,0.62874997,0.51,0.32
2004-09-18,0.63,0.51874995,0.31125
2004-09-19,0.63,0.52,0.30125
2004-09-20,0.63,0.52,0.2825
2004-09-21,0.62125003,0.52,0.27125
2004-09-22,0.62,0.51125,0.26125
2004-09-23,0.62,0.51,0.25125
2004-09-24,0.62,0.51,0.25
2004-09-25,0.62,0.50125,0.24125
2004-09-26,0.62874997,0.5,0.24
2004-09-27,0.62125003,0.5,0.24
2004-09-28,0.62,0.5,0.24
2004-09-29,0.62874997,0.5,0.24
2004-09-30,0.63,0.5,0.24
2004-10-01,0.6125,0.4825,0.26625
2004-10-02,0.61,0.48,0.27
2004-10-03,0.61,0.48875,0.27
2004-10-04,0.61,0.49,0.27
2004-10-05,0.60125005,0.49,0.26125
2004-10-06,0.6,0.48125,0.26875
2004-10-07,0.6,0.48,0.27
2004-10-08,0.60875,0.48875,0.27
2004-10-09,0.61,0.49,0.27
2004-10-10,0.61875,0.49,0.27
2004-10-11,0.6375,0.5075,0.27
2004-10-12,0.63125,0.51,0.27
2004-10-13,0.63,0.51,0.27
2004-10-14,0.63,0.51,0.2875
2004-10-15,0.62125003,0.50125,0.29
2004-10-16,0.62,0.50874996,0.3075
2004-10-17,0.62,0.51,0.2925
2004-10-18,0.62,0.50125,0.28125
2004-10-19,0.62,0.5,0.28
2004-10-20,0.62,0.5,0.27125
2004-10-21,0.6025,0.49125,0.27
2004-10-22,0.59125,0.4725,0.27
2004-10-23,0.59,0.47,0.27875
2004-10-24,0.6075,0.47875,0.28
2004-10-25,0.6275,0.50624996,0.28875
2004-10-26,0.63,0.51,0.29
2004-10-27,0.63,0.51,0.29
2004-10-28,0.6475,0.5275,0.29875
2004-10-29,0.6325,0.53,0.34375
2004-10-30,0.63874996,0.53,0.385
2004-10-31,0.64,0.53875,0.46
2004-11-01,0.63125,0.5575,0.5575
2004-11-02,0.62125003,0.56,0.57875
2004-11-03,0.59375,0.5425,0.5625
2004-11-04,0.58124995,0.5225,0.46375
2004-11-05,0.5625,0.49375,0.3975
2004-11-06,0.525,0.45499998,0.32875
2004-11-07,0.5025,0.42374998,0.285
2004-11-08,0.49125,0.41125,0.28875
2004-11-09,0.49,0.41,0.28125
2004-11-10,0.49,0.41,0.28
2004-11-11,0.49,0.41,0.27125
2004-11-12,0.49,0.41,0.27
2004-11-13,0.525,0.4275,0.2875
2004-11-14,0.64375,0.5,0.31625
2004-11-15,0.6775,0.55375,0.32875
2004-11-16,0.575,0.51625,0.3475
2004-11-17,0.5075,0.44875,0.3325
2004-11-18,0.49125,0.42249998,0.365
2004-11-19,0.51625,0.4375,0.41375
2004-11-20,0.5375,0.46625,0.455
2004-11-21,0.575,0.49625,0.5125
2004-11-22,0.62375,0.535,0.47625
2004-11-23,0.69124997,0.59250003,0.435
2004-11-24,0.6825,0.60875,0.50875
2004-11-25,0.63625,0.58375,0.38875
2004-11-26,0.59499997,0.53625,0.3525
2004-11-27,0.56375,0.495,0.32375
2004-11-28,0.5425,0.46375,0.3025
2004-11-29,0.54,0.45125,0.3175
2004-11-30,0.5575,0.4675,0.5475
2004-12-01,0.62125,0.54875,0.32625
2004-12-02,0.84875,0.70875,0.325
2004-12-03,1.06375,0.9575,0.35625
2004-12-04,0.97625,1.0425,0.36
2004-12-05,0.86375004,0.8925,0.31625
2004-12-06,0.78,0.77375,0.2575
2004-12-07,0.7175,0.7075,0.32875
2004-12-08,0.66625,0.65625,0.34
2004-12-09,0.6075,0.58875,0.3225
2004-12-10,0.5825,0.53625,0.25
2004-12-11,0.58875,0.53875,0.205
2004-12-12,0.7825,0.6625,0.13875
2004-12-13,1.0725,0.96,0.08625
2004-12-14,1.25875,1.2012501,0.08
2004-12-15,1.245,1.2825,0.185
2004-12-16,1.23125,1.3074999,0.29625
2004-12-17,1.23875,1.31,0.3625
2004-12-18,1.1787499,1.24,0.2125
2004-12-19,1.0912501,1.1687499,0.225
2004-12-20,1.10625,1.09875,0.195
2004-12-21,1.08375,1.1075001,0.295
2004-12-22,1.2112501,1.04,0.3275
2004-12-23,1.125,1.0825,0.32125
2004-12-24,1.67,1.37,0.25875
2004-12-25,2.16125,1.9525,0.31125
2004-12-26,2.22875,2.1437502,0.1975
2004-12-27,2.0725,2.08125,0.1275
2004-12-28,1.875,1.8775,0.1025
2004-12-29,1.63125,1.66625,0.1
2004-12-30,1.3987501,1.43875,0.09125
2004-12-31,1.23,1.27,0.1075
2005-01-01,1.1225001,1.1625,1.265
2005-01-02,1.08375,1.10625,1.35125
2005-01-03,1.10625,1.0912501,1.2525
2005-01-04,1.0487499,1.15125,1.1875
2005-01-05,1.03125,1.22125,1.6525
2005-01-06,1.28375,1.2825,2.175
2005-01-07,1.43375,1.49125,2.3625
2005-01-08,1.3362501,1.47625,2.625
2005-01-09,1.2937499,1.44375,2.555
2005-01-10,1.26375,1.39625,2.18125
2005-01-11,1.23375,1.32875,2.0075
2005-01-12,1.2125001,1.285,1.89375
2005-01-13,1.1837499,1.2625,1.81875
2005-01-14,1.215,1.26,1.8975
2005-01-15,1.465,1.4350001,2.16375
2005-01-16,1.6225,1.6612501,2.3225
2005-01-17,1.63125,1.7075,2.50625
2005-01-18,1.665,1.77125,3.265
2005-01-19,1.705,1.85,3.22125
2005-01-20,1.82375,1.9124999,3.1125
2005-01-21,2.0849998,2.0949998,3.10875
2005-01-22,2.19,2.19875,2.725
2005-01-23,2.06,2.105,2.3375
2005-01-24,1.9,1.9499999,2.045
2005-01-25,1.76625,1.7987499,2.01
2005-01-26,1.6887499,1.71,2.01875
2005-01-27,1.645,1.65625,1.8975
2005-01-28,1.57875,1.5975001,1.81875
2005-01-29,1.605,1.59,1.73125
2005-01-30,1.68875,1.625,1.8425
2005-01-31,1.79625,1.735,2.1925
2005-02-01,1.90625,1.8375,3.22
2005-02-02,2.48,2.2437499,3.5
2005-02-03,3.05,2.83375,4.2375
2005-02-04,3.1375,3.0674999,4.17375
2005-02-05,3.00875,3.0375,3.96625
2005-02-06,2.71,2.8725,3.7475
2005-02-07,2.4162502,2.57875,3.76375
2005-02-08,2.3274999,2.4437501,4.1375
2005-02-09,2.32875,2.4475,4.33875
2005-02-10,2.26875,2.40625,4.325
2005-02-11,2.18125,2.33875,4.1975
2005-02-12,1.98625,2.19,3.9
2005-02-13,1.77625,1.995,4.60375
2005-02-14,1.6625,1.9087499,3.52875
2005-02-15,1.58875,1.76875,
2005-02-16,1.4399999,1.645,2.39
2005-02-17,1.3237499,1.48125,2.0225
2005-02-18,1.2574999,1.36375,1.7425
2005-02-19,1.27625,1.3149999,1.6925
2005-02-20,1.315,1.345,1.795
2005-02-21,1.36375,1.385,1.95
2005-02-22,1.4575,1.46875,1.85625
2005-02-23,1.39125,1.45375,1.76125
2005-02-24,1.21375,1.31,1.60125
2005-02-25,1.14625,1.2025001,1.4225
2005-02-26,1.06125,1.1025001,1.28625
2005-02-27,0.98,1.0025,1.17375
2005-02-28,0.935,0.955,1.1425
2005-03-01,0.93875,0.915,1.1925
2005-03-02,0.9575,0.96250004,1.55
2005-03-03,1.4325,1.27625,2.85125
2005-03-04,2.13875,2.04625,3.3625
2005-03-05,2.39625,2.36875,3.8125
2005-03-06,2.875,2.75,4.3075
2005-03-07,3.15,3.0625,4.2125
2005-03-08,3.17125,3.1437502,4.155
2005-03-09,3.1262498,3.12375,4.0975
2005-03-10,3.05875,3.0762498,4.1775
2005-03-11,2.91875,3.0,4.32125
2005-03-12,2.6637502,2.85,4.43625
2005-03-13,2.4550002,2.6725001,4.4675
2005-03-14,2.28125,2.51875,4.3475
2005-03-15,2.1287498,2.38625,4.1375
2005-03-16,1.99625,2.23,3.78625
2005-03-17,1.90125,2.09625,3.41625
2005-03-18,1.9075,2.045,3.16875
2005-03-19,1.9275,2.04875,3.20125
2005-03-20,2.0349998,2.11125,3.0525
2005-03-21,2.09375,2.1725001,3.17875
2005-03-22,2.16125,2.2150002,3.33125
2005-03-23,2.2225,2.29,3.525
2005-03-24,2.125,2.25625,
2005-03-25,1.9875,2.13625,3.07
2005-03-26,1.8125,1.98,
2005-03-27,1.6937499,1.8287499,2.77
2005-03-28,1.6624999,1.775,2.7175
2005-03-29,1.695,1.79625,
2005-03-30,1.6737499,1.79125,3.53
2005-03-31,1.5649999,1.7025001,3.43375
2005-04-01,1.43625,1.59375,2.51875
2005-04-02,1.35875,1.50125,2.20625
2005-04-03,1.27125,1.41125,2.005
2005-04-04,1.2075,1.32125,1.84875
2005-04-05,1.1737499,1.26625,
2005-04-06,1.14375,1.23375,1.73
2005-04-07,1.0699999,1.1687499,1.65125
2005-04-08,1.025,1.11625,
2005-04-09,0.95,1.0487499,
2005-04-10,0.91375005,0.99625003,1.49
2005-04-11,0.875,0.94625,
2005-04-12,0.80875003,0.8875,1.17
2005-04-13,0.80875003,0.83625,1.10875
2005-04-14,0.81,0.83,1.065
2005-04-15,0.78375,0.8125,1.03375
2005-04-16,0.77125,0.7925,1.00375
2005-04-17,0.76125,0.78125,0.9825
2005-04-18,0.76,0.77125,0.9625
2005-04-19,0.7425,0.7525,0.9425
2005-04-20,0.74,0.74125004,0.9225
2005-04-21,0.74,0.74,0.89375
2005-04-22,0.74,0.74,0.89
2005-04-23,0.73125005,0.74,0.88125
2005-04-24,0.72125006,0.73125005,0.8625
2005-04-25,0.72,0.73,0.86875
2005-04-26,0.71125,0.72125006,0.84375
2005-04-27,0.71,0.71125,0.84
2005-04-28,0.71875,0.71,0.84
2005-04-29,0.72875,0.71875,0.91
2005-04-30,0.83500004,0.79,0.92
2005-05-01,0.78875,0.8,0.87625
2005-05-02,0.815,0.78249997,0.835
2005-05-03,0.8375,0.80625,0.85625
2005-05-04,0.81375,0.80125,0.81625
2005-05-05,0.78375,0.77375,0.775
2005-05-06,0.75374997,0.74375,0.7525
2005-05-07,0.72375,0.71375,0.715
2005-05-08,0.7025,0.6925,0.70125
2005-05-09,0.69124997,0.6725,0.6825
2005-05-10,0.68125,0.66125,0.68
2005-05-11,0.67125,0.65125,0.68
2005-05-12,0.67,0.65,0.67125
2005-05-13,0.69624996,0.67625,0.66125
2005-05-14,0.67375004,0.6625,0.6425
2005-05-15,0.6525,0.6425,0.63125
2005-05-16,0.64125,0.63125,0.63
2005-05-17,0.64,0.63,0.63
2005-05-18,0.64,0.62125003,0.62125
2005-05-19,0.64,0.62,0.61125
2005-05-20,0.63125,0.62,0.60125
2005-05-21,0.6825,0.6375,0.6
2005-05-22,0.655,0.64,0.5825
2005-05-23,0.6325,0.61375,0.58
2005-05-24,0.63,0.60125005,0.58
2005-05-25,0.62125003,0.6,0.57125
2005-05-26,0.62874997,0.6,0.57875
2005-05-27,0.6475,0.6175,0.685
2005-05-28,0.72875,0.68125,0.69125
2005-05-29,0.7575,0.71625,0.655
2005-05-30,0.76,0.71125,0.69375
2005-05-31,0.76,0.71,0.63875
2005-06-01,0.75125,0.71875,0.62125
2005-06-02,0.68,0.6675,0.6025
2005-06-03,0.64375,0.625,0.59125
2005-06-04,0.63125,0.61125004,0.58125
2005-06-05,0.62125003,0.60125005,0.55375
2005-06-06,0.62,0.6,0.5325
2005-06-07,0.62,0.59125,0.50375
2005-06-08,0.61125004,0.58124995,0.49125
2005-06-09,0.61,0.57124996,0.48125
2005-06-10,0.60125005,0.57,0.48
2005-06-11,0.6,0.57,0.48
2005-06-12,0.6,0.57,0.48875
2005-06-13,0.59125,0.56125,0.48125
2005-06-14,0.59875,0.56875,0.4975
2005-06-15,0.6175,0.57875,0.5
2005-06-16,0.59375,0.57124996,0.5
2005-06-17,0.6075,0.57875,0.5
2005-06-18,0.68,0.615,0.5
2005-06-19,0.68125,0.62874997,0.5
2005-06-20,0.61,0.59499997,0.4825
2005-06-21,0.5825,0.56375,0.48
2005-06-22,0.58,0.55125,0.47125
2005-06-23,0.58,0.55,0.47
2005-06-24,0.58,0.54125,0.46125
2005-06-25,0.57124996,0.54,0.46
2005-06-26,0.57875,0.54,0.45125
2005-06-27,0.60625,0.54875004,0.45
2005-06-28,0.58375,0.55,0.45
2005-06-29,0.58,0.54125,0.45
2005-06-30,0.57124996,0.54,0.44125
2005-07-01,0.57,0.53125,0.44
2005-07-02,0.57,0.53875,0.43125
2005-07-03,0.605,0.54,0.43
2005-07-04,0.6275,0.56624997,0.43
2005-07-05,0.60375,0.56125,0.43
2005-07-06,0.60875,0.55125,0.4475
2005-07-07,0.60125005,0.55875003,0.45
2005-07-08,0.5825,0.55125,0.44125
2005-07-09,0.615,0.55,0.43125
2005-07-10,0.6025,0.55875003,0.43
2005-07-11,0.5825,0.5425,0.42125
2005-07-12,0.5975,0.54875004,0.42
2005-07-13,0.60875,0.55,0.42
